DATA,HORA,LINHA,EMPRESA,PREFIXO,TIPO DE ACIDENTE,SUB TIPO DE ACIDENTE,FERIDOS,MORTOS,LOCAL,LOCAL AUXILIAR 1,LOCAL AUXILIAR 2,Ano
"24/03/202
5",10:35,22,4,CL311,ATROPELAMENTO,PEDESTRE,1,0,"RUA JACAREZINHO, MERCÊS,
CURITIBA, REGIÃO GEOGRÁFICA
IMEDIATA DE CURITIBA, REGIÃO
METROPOLITANA DE CURITIBA,
REGIÃO GEOGRÁFICA INTERMEDIÁRIA
DE CURITIBA, PARANÁ, REGIÃO SUL,
80710-570, BRASIL","AVENIDA MANOEL RIBAS, SANTA
FELICIDADE, CURITIBA, REGIÃO
GEOGRÁFICA IMEDIATA DE CURITIBA,
REGIÃO METROPOLITANA DE
CURITIBA, REGIÃO GEOGRÁFICA
INTERMEDIÁRIA DE CURITIBA,
PARANÁ, REGIÃO SUL, 82400-000,
BRASIL","RUA ALCIDES MUNHOZ, MERCÊS,
CURITIBA, REGIÃO GEOGRÁFICA
IMEDIATA DE CURITIBA, REGIÃO
METROPOLITANA DE CURITIBA,
REGIÃO GEOGRÁFICA INTERMEDIÁRIA
DE CURITIBA, PARANÁ, REGIÃO SUL,
80810-345, BRASIL",2025
"08/04/202
5",21:16,629,2,KI600,ATROPELAMENTO,PEDESTRE,2,0,,,,2025
"10/04/202
5",18:00,22,3,BL312,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA CEL. FRANCISCO HERÁCLITO
DOS SANTOS, 746",RUA SEN. BATISTA DE OLIVEIRA,RUA CEL. JOAQUIM LACERDA,2025
"15/04/202
5",07:48,602,7,HE711,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA PRESIDENTE WENCESLAU
BRAZ, LINDÓIA, CURITIBA, REGIÃO
GEOGRÁFICA IMEDIATA DE CURITIBA,
REGIÃO METROPOLITANA DE
CURITIBA, REGIÃO GEOGRÁFICA
INTERMEDIÁRIA DE CURITIBA,
PARANÁ, REGIÃO SUL, 81010-001,
BRASIL","RUA ANTÔNIO MELILLO, PAROLIN,
CURITIBA, REGIÃO GEOGRÁFICA
IMEDIATA DE CURITIBA, REGIÃO
METROPOLITANA DE CURITIBA,
REGIÃO GEOGRÁFICA INTERMEDIÁRIA
DE CURITIBA, PARANÁ, REGIÃO SUL,
80220-390, BRASIL","RUA ANSELMO CAMAI, PAROLIN,
CURITIBA, REGIÃO GEOGRÁFICA
IMEDIATA DE CURITIBA, REGIÃO
METROPOLITANA DE CURITIBA,
REGIÃO GEOGRÁFICA INTERMEDIÁRIA
DE CURITIBA, PARANÁ, REGIÃO SUL,
81030-030, BRASIL",2025
"30/04/202
5",17:57,250,3,BD145,ATROPELAMENTO,PEDESTRE,1,0,AVENIDA WINSTON CHURCHILL,RUA MAL. RONDON,RUA JOÃO RODRIGUES PINHEIRO,2025
"08/05/202
5",16:43,602,7,HE606,ATROPELAMENTO,PEDESTRE,0,0,"AVENIDA REPÚBLICA ARGENTINA,
NOVO MUNDO, CURITIBA, REGIÃO
GEOGRÁFICA IMEDIATA DE CURITIBA,
REGIÃO METROPOLITANA DE
CURITIBA, REGIÃO GEOGRÁFICA
INTERMEDIÁRIA DE CURITIBA,
PARANÁ, REGIÃO SUL, 81050-000,
BRASIL","RUA PEDRO BONAT, CAPÃO RASO,
CURITIBA, REGIÃO GEOGRÁFICA
IMEDIATA DE CURITIBA, REGIÃO
METROPOLITANA DE CURITIBA,
REGIÃO GEOGRÁFICA INTERMEDIÁRIA
DE CURITIBA, PARANÁ, REGIÃO SUL,
81110-010, BRASIL","RUA PEDRO AMÉRICO, NOVO MUNDO,
CURITIBA, REGIÃO GEOGRÁFICA
IMEDIATA DE CURITIBA, REGIÃO
METROPOLITANA DE CURITIBA,
REGIÃO GEOGRÁFICA INTERMEDIÁRIA
DE CURITIBA, PARANÁ, REGIÃO SUL,
81110-110, BRASIL",2025
"12/05/202
5",18:21,508,6,EL308,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO",RUA WALDEMAR KOST,RUA IRMÃ FLÁVIA BORLET,2025
"25/05/202
5",07:31,502,11,GE606,ATROPELAMENTO,PEDESTRE,1,0,"1361, AVENIDA PRESIDENTE
WENCESLAU BRAZ, LINDÓIA,
CURITIBA, REGIÃO GEOGRÁFICA
IMEDIATA DE CURITIBA, REGIÃO
METROPOLITANA DE CURITIBA,
REGIÃO GEOGRÁFICA INTERMEDIÁRIA
DE CURITIBA, PARANÁ, REGIÃO SUL,
80630-280, BRASIL","RUA JAMAICA, LINDÓIA, CURITIBA,
REGIÃO GEOGRÁFICA IMEDIATA DE
CURITIBA, REGIÃO METROPOLITANA
DE CURITIBA, REGIÃO GEOGRÁFICA
INTERMEDIÁRIA DE CURITIBA,
PARANÁ, REGIÃO SUL, 80630-280,
BRASIL","RUA TOMÉ DE SOUZA, LINDÓIA,
CURITIBA, REGIÃO GEOGRÁFICA
IMEDIATA DE CURITIBA, REGIÃO
METROPOLITANA DE CURITIBA,
REGIÃO GEOGRÁFICA INTERMEDIÁRIA
DE CURITIBA, PARANÁ, REGIÃO SUL,
80630-280, BRASIL",2025
"27/05/202
5",06:50,658,7,HI029,ATROPELAMENTO,PEDESTRE,1,0,"RUA PROFESSOR ALGACYR MUNHOZ
MADER, CURITIBA, REGIÃO
GEOGRÁFICA IMEDIATA DE CURITIBA,
REGIÃO METROPOLITANA DE
CURITIBA, REGIÃO GEOGRÁFICA
INTERMEDIÁRIA DE CURITIBA,
PARANÁ, REGIÃO SUL, 81050-380,
BRASIL","RUA GENERAL POTIGUARA,
FAZENDINHA, CURITIBA, REGIÃO
GEOGRÁFICA IMEDIATA DE CURITIBA,
REGIÃO METROPOLITANA DE
CURITIBA, REGIÃO GEOGRÁFICA
INTERMEDIÁRIA DE CURITIBA,
PARANÁ, REGIÃO SUL, 81070-900,
BRASIL","AVENIDA DAS INDÚSTRIAS,
CURITIBA, REGIÃO GEOGRÁFICA
IMEDIATA DE CURITIBA, REGIÃO
METROPOLITANA DE CURITIBA,
REGIÃO GEOGRÁFICA INTERMEDIÁRIA
DE CURITIBA, PARANÁ, REGIÃO SUL,
81310-900, BRASIL",2025
"03/06/202
5",18:41,500,11,GE716,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO",AVENIDA SILVA JARDIM,AVENIDA VISCONDE DE GUARAPUAVA,2025
"04/06/202
5",19:45,350,7,HE602,ATROPELAMENTO,PEDESTRE,1,0,RUA SANDER ROBERTO DA CUNHA,AV. WINSTON CHURCHILL,MARGINAL LINHA VERDE,2025
"04/06/202
5",17:05,863,7,HI050,ATROPELAMENTO,PEDESTRE,1,0,RUA BARÃO DO SERRO AZUL,RUA SÃO FRANCISCO,TV. NESTOR DE CASTRO,2025
"10/06/202
5",15:07,685,7,HI622,ATROPELAMENTO,PEDESTRE,1,0,"RUA WIEGANDO OLSEN, CURITIBA","RUA PAUL GARFUNKEL, CURITIBA","RUA RODOLPHO HATSCHBACH,
CURITIBA",2025
"10/06/202
5",17:26,203,7,HE714,ATROPELAMENTO,PEDESTRE,1,0,,,,2025
"16/06/202
5",18:30,531,11,GI043,ATROPELAMENTO,PEDESTRE,1,0,RUA MAESTRO CARLOS FRANK,RUA JOÃO TEZEO CONTADOR,RUA CASCAVEL,2025
"27/06/202
5",08:23,250,3,BE704,ATROPELAMENTO,PEDESTRE,1,0,"424, AVENIDA WINSTON CHURCHILL,
CAPÃO RASO, CURITIBA, REGIÃO
GEOGRÁFICA IMEDIATA DE CURITIBA,
REGIÃO METROPOLITANA DE
CURITIBA, REGIÃO GEOGRÁFICA
INTERMEDIÁRIA DE CURITIBA,
PARANÁ, REGIÃO SUL, 81130-390,
BRASIL","RUA JOSÉ CLEMENTINO BETTEGA,
CAPÃO RASO, CURITIBA, REGIÃO
GEOGRÁFICA IMEDIATA DE CURITIBA,
REGIÃO METROPOLITANA DE
CURITIBA, REGIÃO GEOGRÁFICA
INTERMEDIÁRIA DE CURITIBA,
PARANÁ, REGIÃO SUL, 81130-060,
BRASIL","RUA DOMINGOS GABARDO, CAPÃO
RASO, CURITIBA, REGIÃO
GEOGRÁFICA IMEDIATA DE CURITIBA,
REGIÃO METROPOLITANA DE
CURITIBA, REGIÃO GEOGRÁFICA
INTERMEDIÁRIA DE CURITIBA,
PARANÁ, REGIÃO SUL, 81130-060,
BRASIL",2025
"07/07/202
5",11:32,203,3,BE729,ATROPELAMENTO,PEDESTRE,1,0,"1652, AVENIDA REPÚBLICA
ARGENTINA, VILA IZABEL,
CURITIBA, REGIÃO GEOGRÁFICA
IMEDIATA DE CURITIBA, REGIÃO
METROPOLITANA DE CURITIBA,
REGIÃO GEOGRÁFICA INTERMEDIÁRIA
DE CURITIBA, PARANÁ, REGIÃO SUL,
80620-100, BRASIL","TRAVESSA FERREIRA DO AMARAL,
ÁGUA VERDE, CURITIBA, REGIÃO
GEOGRÁFICA IMEDIATA DE CURITIBA,
REGIÃO METROPOLITANA DE
CURITIBA, REGIÃO GEOGRÁFICA
INTERMEDIÁRIA DE CURITIBA,
PARANÁ, REGIÃO SUL, 80620-100,
BRASIL","RUA SANTA CATARINA, ÁGUA VERDE,
CURITIBA, REGIÃO GEOGRÁFICA
IMEDIATA DE CURITIBA, REGIÃO
METROPOLITANA DE CURITIBA,
REGIÃO GEOGRÁFICA INTERMEDIÁRIA
DE CURITIBA, PARANÁ, REGIÃO SUL,
80620-230, BRASIL",2025
"11/07/202
5",17:01,250,7,HE727,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA REPÚBLICA ARGENTINA,
PORTÃO, CURITIBA","AVENIDA PRESIDENTE KENNEDY,
PORTÃO, CURITIBA","RUA LEVINO SCHIER, PORTÃO,
CURITIBA",2025
